Date,Symbol,Company_Name,Open,High,Low,Close,Volume,Previous_Close,Change,RSI_14,MACD,MACD_Signal,MACD_Histogram,ROC_12,SMA_20,SMA_50,BB_Upper,BB_Middle,BB_Lower,Volume_MA_20,OBV,Return_1d,Return_2d,Return_5d,Volatility_20d
2016-01-01,PTC,PTC,10.27252347397836,10.39095702982726,10.27252347397836,10.334856986999512,808000,10.334856986999512,0.0,,0.0,0.0,0.0,,,,,,,,808000.0,,,,
2016-01-04,PTC,PTC,10.347324321039109,10.403424366001124,10.16032377486142,10.19149112701416,769500,10.334856986999512,-0.14336585998535156,0.0,-0.011436592819343616,-0.0022873185638687234,-0.009149274255474894,,,,,,,,38500.0,-1.387207004080417,,,
2016-01-05,PTC,PTC,10.14162487370868,10.191491449819624,10.035658250858813,10.160324096679688,404500,10.19149112701416,-0.031167030334472656,0.0,-0.02275281362677184,-0.006380417576449347,-0.016372396050322494,,,,,,,,-366000.0,-0.3058142321476345,-1.6887789597802245,,
2016-01-06,PTC,PTC,10.191490988440616,10.222657151256673,10.048124737226113,10.066823959350586,1226500,10.160324096679688,-0.09350013732910156,0.0,-0.03881820768019395,-0.012867975597198269,-0.025950232082995683,,,,,,,,-1592500.0,-0.9202475869805832,-1.2232475710362358,,
2016-01-07,PTC,PTC,9.973324114284631,10.085524200796394,9.910990600787777,10.04189109802246,453000,10.066823959350586,-0.024932861328126776,0.0,-0.052951628338762546,-0.020884706145511127,-0.03206692219325142,,,,,,,,-2045500.0,-0.247673560487445,-1.1656419375040536,,
2016-01-08,PTC,PTC,10.066824356231908,10.066824356231908,9.904758282047077,9.923458099365234,872000,10.04189109802246,-0.11843299865722479,0.0,-0.07286903041897119,-0.031281571000203144,-0.04158745941876805,,,,,,,,-2917500.0,-1.1793893948974181,-1.4241419196785094,-3.980692603214411,
2016-01-11,PTC,PTC,10.035657293129516,10.041890763162629,9.848657353331149,9.854890823364258,574500,9.923458099365234,-0.06856727600097656,0.0,-0.0931131705283974,-0.04364789090584199,-0.04946527962255541,,,,,,,,-3492000.0,-0.6909615107395127,-1.8622017788564462,-3.3027581484881043,
2016-01-12,PTC,PTC,9.879824412700234,9.879824412700234,9.674124650936696,9.742691040039062,593000,9.854890823364258,-0.11219978332519531,0.0,-0.11686325537479014,-0.058290963799631626,-0.05857229157515852,,,,,,,,-4085000.0,-1.1385187856083483,-1.8216135697467686,-4.1104304613383755,
2016-01-13,PTC,PTC,9.723991804102209,9.854891714350154,9.630491528521404,9.66165828704834,764000,9.742691040039062,-0.08103275299072266,0.0,-0.14060324795313583,-0.07475342063033247,-0.06584982732280337,,,,,,,,-4849000.0,-0.8317286533844325,-1.9607780520287117,-4.024761671986002,
2016-01-14,PTC,PTC,9.599325752258446,9.71775932788838,9.194159633318549,9.399859428405762,1072000,9.66165828704834,-0.2617988586425781,0.0,-0.17848488045805055,-0.09549971259587609,-0.08298516786217447,,,,,,,,-5921000.0,-2.709667956209185,-3.5188595247902494,-6.393533482384928,
2016-01-15,PTC,PTC,9.412325039994034,9.487124900862264,9.194158333286024,9.318824768066406,1232000,9.399859428405762,-0.08103466033935547,0.0,-0.21259450982135952,-0.11891867204097278,-0.09367583778038674,,,,,,,,-7153000.0,-0.8620837466406575,-3.5483920958114332,-6.09297006390851,
2016-01-18,PTC,PTC,9.10065856881443,9.630491060180088,8.695491916580925,9.04455852508545,4514500,9.318824768066406,-0.27426624298095703,0.0,-0.25877463756805774,-0.1468898651463898,-0.11188477242166794,,,,,,,,-11667500.0,-2.9431419713010167,-3.7798533693665286,-8.222641050042375,
2016-01-19,PTC,PTC,9.03832450308435,9.66789069734804,8.851324566887875,9.611790657043455,6762000,9.04455852508545,0.567232131958006,37.97698978677103,-0.2467573637368492,-0.16686336486448167,-0.07989399887236753,-6.996384476975546,,,,,,,-4905500.0,6.271529233679729,3.1438072532598706,-1.3435752243158725,
2016-01-20,PTC,PTC,9.53699175326019,9.53699175326019,9.25649211819946,9.34999179840088,3340500,9.611790657043455,-0.2617988586425746,31.94670039247896,-0.25541431041338036,-0.1845735539742614,-0.07084075643911897,-8.25688133488879,,,,,,,-8246000.0,-2.723726181559418,3.3769837683984236,-3.225807406842931,
2016-01-21,PTC,PTC,9.399859123522395,9.406092594554742,9.162992574401803,9.21285915374756,2193500,9.34999179840088,-0.1371326446533203,29.320395032118228,-0.2702254703697484,-0.2017039372533588,-0.06852153311638962,-9.325144886291088,,,,,,,-10439500.0,-1.4666605876250496,-4.150438950764711,-1.9893943742722229,
2016-01-22,PTC,PTC,9.287658607793372,9.349992126418758,9.162992164999086,9.275192260742188,1303500,9.21285915374756,0.06233310699462713,32.05466542212156,-0.27377772139730716,-0.2161186940821485,-0.05765902731515865,-7.8637681736064335,,,,,,,-9136000.0,0.6765880814456127,-0.7999957569105683,-0.46821899123737043,
2016-01-25,PTC,PTC,9.368691771032086,9.437258759143766,9.244025330542412,9.29389190673828,1603000,9.275192260742188,0.018699645996091974,32.89337582802618,-0.2719491403690988,-0.22728478333953858,-0.0446643570295602,-7.448788121507138,,,,,,,-7533000.0,0.20160925477781586,0.8795614004123465,2.7567225195270066,
2016-01-26,PTC,PTC,9.23779218720146,9.287658765164116,9.106892271435362,9.21909236907959,1987500,9.29389190673828,-0.07479953765868963,31.232600996232534,-0.2733842705976155,-0.236504680791154,-0.0368795898064615,-7.0979866416798805,,,,,,,-9520500.0,-0.8048247000210782,-0.6048380463232427,-4.085589272339163,
2016-01-27,PTC,PTC,9.225324461405826,9.34999088768366,9.206624646078254,9.244024276733398,357000,9.21909236907959,0.024931907653808594,32.45672579631132,-0.26940429998834325,-0.24308460463059187,-0.026319695357751388,-6.198613029609618,,,,,,,-9163500.0,0.2704377682279121,-0.5365634817500502,-1.1333434718692028,
2016-01-28,PTC,PTC,9.22532610970364,9.300125978834904,9.212859167620172,9.250259399414062,613500,9.244024276733398,0.0062351226806640625,32.77899756281954,-0.26271856622035905,-0.24701139694854532,-0.01570716927181373,-5.054369871745678,9.609921503067017,,10.410224395965555,9.609921503067017,8.80961861016848,1572200.0,-8550000.0,0.06745030620870886,0.3380704855393947,0.40595698948994186,
2016-01-29,PTC,PTC,9.287658724607937,9.34375877318508,9.044559306715644,9.06325912475586,3808000,9.250259399414062,-0.18700027465820312,28.4020463418381,-0.2694039127712209,-0.2514899001130804,-0.017914012658140466,-6.1935450883690155,9.546341609954833,,10.305116615181802,9.546341609954833,8.787566604727864,1722200.0,-12358000.0,-2.0215678997072044,-1.9554811472370652,-2.284946015441081,0.3038717404050158
2016-02-01,PTC,PTC,9.069491798291253,9.337524481493308,9.069491798291253,9.26895809173584,1543000,9.06325912475586,0.20569896697998047,38.180614594094436,-0.25516255543493216,-0.2522244311774508,-0.002938124257481356,-1.392588236738377,9.500214958190918,,10.204029081739444,9.500214958190918,8.796400834642393,1760875.0,-10815000.0,2.2695915911542635,0.20214235638583034,-0.26828174087501555,0.3192374968696595
2016-02-02,PTC,PTC,9.337525420674584,9.630492014480645,9.31882560239741,9.53075885772705,4403000,9.26895809173584,0.26180076599121094,47.92826973342152,-0.22021256985951077,-0.2458220589138628,0.025609489054352036,2.2742576981047735,9.468736696243287,,10.10090993332361,9.468736696243287,8.836563459162964,1960800.0,-6412000.0,2.8244896934492703,5.158185665179077,3.3806634771637167,0.3398428923035589
2016-02-03,PTC,PTC,9.505824514144946,9.561924557210308,9.349991325388473,9.480891227722168,1587500,9.53075885772705,-0.04986763000488281,46.42659857946847,-0.19429860213146988,-0.23551736755738423,0.04121876542591435,4.824256501039076,9.439440059661866,,10.00579084514408,9.439440059661866,8.873089274179652,1978850.0,-7999500.0,-0.5232283257744235,2.2864828375401407,2.5623791532541524,0.33917016591007343
2016-02-04,PTC,PTC,9.505824820581145,9.69282477200846,9.412325142095716,9.630491256713867,2498500,9.480891227722168,0.14960002899169922,51.35101225100884,-0.15984750143202575,-0.22038339433231255,0.0605358929002868,0.19455895719813934,9.418870067596435,,9.919116022435142,9.418870067596435,8.918624112757728,2081125.0,-5501000.0,1.57791103598223,1.0464266327120268,4.110499402037197,0.34551829844543863
2016-02-05,PTC,PTC,9.630491256713867,9.630491256713867,9.630491256713867,9.630491256713867,0,9.630491256713867,0.0,51.35101225100884,-0.13103427437198079,-0.20251357034024622,0.07147929596826544,2.999996838082361,9.404221725463866,,9.857177292045899,9.404221725463866,8.951266158881834,2037525.0,-5501000.0,0.0,1.57791103598223,6.258588926456271,0.34355521386898386
2016-02-08,PTC,PTC,9.655424769579904,9.836191254810831,9.474658284348973,9.50582504272461,2824500,9.630491256713867,-0.12466621398925781,47.16135902389467,-0.11691142380987252,-0.1853931410341715,0.068481717224299,3.179967088261387,9.386768436431884,,9.790873631824107,9.386768436431884,8.982663241039662,2150025.0,-8325500.0,-1.2944948566600603,-1.2944948566600603,2.5554862654947055,0.3455295894167243
2016-02-09,PTC,PTC,9.50582471746521,9.536991474774418,9.26272472380112,9.318824768066406,3080500,9.50582504272461,-0.18700027465820312,41.66943144690852,-0.11943158931018516,-0.17220083068937425,0.05276924137918909,0.470421594481615,9.365575122833253,,9.733966249066695,9.365575122833253,8.99718399659981,2274400.0,-11406000.0,-1.9672177198477463,-3.2362470443050726,-2.2236853625650097,0.349873400914257
2016-02-10,PTC,PTC,9.349991203667374,9.599324064649265,9.225324773176428,9.393624305725098,13231000,9.318824768066406,0.0747995376586914,44.45567780570053,-0.11407811951218783,-0.16057628845393698,0.04649816894174916,1.0730961795941478,9.35217342376709,,9.693736860038385,9.35217342376709,9.010609987495794,2897750.0,1825000.0,0.8026713616830012,-1.1803366514239162,-0.9204506190504691,0.35076475272477015
2016-02-11,PTC,PTC,9.424792427387011,9.49335882547654,9.212859167620172,9.250259399414062,1865500,9.393624305725098,-0.14336490631103516,40.46596335780874,-0.12002028676065102,-0.1524650881152798,0.032444801354628794,0.3380704855393947,9.344693422317505,,9.688405362488226,9.344693422317505,9.000981482146784,2937425.0,-40500.0,-1.5261937421071765,-0.7357727005158677,-3.948208322547692,0.34156070461969
2016-02-12,PTC,PTC,9.250258067580692,9.337524271774496,9.100658350857229,9.169224739074709,2945000,9.250259399414062,-0.08103466033935369,38.369838296695605,-0.12977238173440142,-0.14792654683910414,0.01815416510470272,-0.8091663913838386,9.33721342086792,,9.68969517186045,9.33721342086792,8.98473166987539,3023075.0,-2985500.0,-0.876025815497527,-2.3888497064293372,-4.789646813890079,0.34160456282646834
2016-02-15,PTC,PTC,9.28765797620255,9.343758020259116,9.162991541885988,9.20039176940918,995500,9.169224739074709,0.03116703033447088,39.66436345864718,-0.13344776561325844,-0.145030790593935,0.011583024980676565,-0.5390943956451812,9.345005083084107,,9.676513645805537,9.345005083084107,9.013496520362677,2847125.0,-1990000.0,0.3399091114175922,-0.5390943956451812,-3.213116925071081,0.3242828772623324
2016-02-16,PTC,PTC,9.244024905105992,9.256491845809434,9.0383251391508,9.057024955749512,2590000,9.20039176940918,-0.14336681365966797,35.92613702681757,-0.14624323651554683,-0.14527327977825738,-0.0009699567372894458,-0.06878506859987399,9.317266798019409,,9.64762064852996,9.317266798019409,8.986912947508857,2638525.0,-4580000.0,-1.5582685743487046,-1.2236561597956805,-2.8093651166617684,0.2330807482725726
2016-02-17,PTC,PTC,9.100658550262123,9.100658550262123,8.982224992752053,9.007158279418945,646000,9.057024955749512,-0.049866676330566406,34.701084702894136,-0.1585795569979478,-0.14793453522219546,-0.010645021775752328,-2.8244794045440127,9.300125122070312,,9.65777962829861,9.300125122070312,8.942470615842016,2503800.0,-5226000.0,-0.5505856125405774,-2.100274584314177,-4.114131178001385,0.21500695654207494
2016-02-18,PTC,PTC,9.03209223943104,9.138058864279284,8.851325749005767,8.894959449768066,1329000,9.007158279418945,-0.1121988296508789,32.05275490889446,-0.1753879249036263,-0.15342521315848165,-0.021962711745144664,-6.671026068858208,9.284230136871338,,9.683992014510881,9.284230136871338,8.884468259231795,2460575.0,-6555000.0,-1.2456629068820682,-1.789390078676598,-3.8409728236215925,0.21338706031782106
2016-02-19,PTC,PTC,8.888725605537124,9.038325330405316,8.757825697663339,8.813925743103027,783000,8.894959449768066,-0.08103370666503906,30.256727221292707,-0.1930223786388634,-0.161344646254558,-0.03167773238430541,-7.034839537752849,9.26116681098938,,9.712961269132995,9.26116681098938,8.809372352845765,2434550.0,-7338000.0,-0.9110070385666793,-2.1453218686902376,-3.8749077057471673,0.21250353694842372
2016-02-22,PTC,PTC,8.845090562131977,8.876257315356208,8.626924478475113,8.732891082763672,1109000,8.813925743103027,-0.08103466033935547,28.534809346238546,-0.2111031642574872,-0.17129634985514383,-0.03980681440234338,-9.320398617510152,9.23311676979065,,9.742363855069692,9.23311676979065,8.723869684511607,2409850.0,-8447000.0,-0.919393499573851,-1.8220247986472882,-5.081312821916161,0.2130947443115408
2016-02-23,PTC,PTC,8.714192437735619,8.757826138862688,8.302792876394486,8.527193069458008,2744000,8.732891082763672,-0.20569801330566406,24.693210536019038,-0.239272246196661,-0.18489152912344725,-0.054380717073213736,-11.456302257547852,9.19852180480957,,9.797824061507418,9.19852180480957,8.599219548111721,2447675.0,-11191000.0,-2.3554400410610348,-3.2531777780110107,-5.849955022539273,0.2247352047783897
2016-02-24,PTC,PTC,8.464859730134933,8.658093167769755,8.458626259204921,8.589526176452637,1073000,8.527193069458008,0.062333106994628906,27.86256693085116,-0.2536428489107241,-0.19864179308090263,-0.055001055829821455,-9.639340742687793,9.165796899795533,,9.823290063728457,9.165796899795533,8.508303735862608,2483475.0,-10118000.0,0.7309920918512852,-1.6416660296382044,-4.636668858374389,0.22708498960326262
2016-02-25,PTC,PTC,8.645625489159569,8.651858959558385,8.427459375309072,8.464859008789062,1595000,8.589526176452637,-0.12466716766357422,25.54681658843178,-0.2719563105782594,-0.213304696580374,-0.05865161399788543,-9.16387828434868,9.126526880264283,,9.852981763489025,9.126526880264283,8.400071997039541,2532550.0,-11713000.0,-1.4513858518219238,-0.7310032757697051,-4.8353277314852585,0.22970624390409547
2016-02-26,PTC,PTC,8.508492501826513,8.645625884590372,8.48355921354731,8.583292961120605,2103000,8.464859008789062,0.11843395233154297,31.38154147068643,-0.2737575243987038,-0.22539526214403996,-0.04836226225466386,-8.626397205502698,9.10252857208252,,9.868424156359959,9.10252857208252,8.33663298780508,2447300.0,-9610000.0,1.3991249258679088,-0.07256762717737578,-2.6166862383982985,0.23041631021750816
2016-02-29,PTC,PTC,8.583293458695739,8.601993277375051,8.508492995065447,8.533426284790039,1382500,8.583292961120605,-0.049866676330566406,30.3046659704856,-0.276026956422303,-0.2355216009996926,-0.04050535542261041,-7.74932986927296,9.065751981735229,,9.867783546281759,9.065751981735229,8.263720417188699,2439275.0,-10992500.0,-0.5809737190195589,0.8100226587328054,-2.284063731967544,0.21021333271048162
2016-03-01,PTC,PTC,8.589526335284498,8.601993277375051,8.508492995065447,8.533426284790039,1697000,8.533426284790039,0.0,30.304665970485615,-0.2746593951140426,-0.2433491598225626,-0.03131023529147997,-6.934048105236319,9.015885353088379,,9.82019808813731,9.015885353088379,8.211572618039447,2303975.0,-10992500.0,0.0,-0.5809737190195589,0.07309809079328652,0.1733519476498118
2016-03-02,PTC,PTC,8.589525118834825,8.633158815515838,8.508491790091727,8.539658546447754,1574500,8.533426284790039,0.006232261657714844,30.649606934998843,-0.2699607618757405,-0.24867148023319818,-0.02128928164254229,-7.181577040646564,8.968823719024659,,9.768709328579744,8.968823719024659,8.168938109469574,2303325.0,-9418000.0,0.07303352076554775,0.07303352076554775,-0.5805632229352784,0.17473989744841645
2016-03-03,PTC,PTC,8.614459625009088,8.614459625009088,8.508492995065447,8.533426284790039,1058000,8.539658546447754,-0.006232261657714844,30.487111177255542,-0.263700181073407,-0.25167722040123996,-0.012022960672167016,-5.781133137179728,8.913970470428467,,9.672184453896195,8.913970470428467,8.155756486960739,2231300.0,-10476000.0,-0.07298022074087823,0.0,0.8100226587328054,0.1574800030579546
2016-03-04,PTC,PTC,8.658092498779297,8.788992405912685,8.508492180300811,8.658092498779297,3484000,8.533426284790039,0.12466621398925781,37.61241029602159,-0.24584515418840525,-0.250510807158673,0.004665652970267775,-3.8754262977397884,8.865350532531739,,9.551378557802934,8.865350532531739,8.179322507260544,2405500.0,-6992000.0,1.4609162817924919,1.386869881124322,0.8714550231188408,0.17264793095199527
2016-03-07,PTC,PTC,8.664324890262044,9.281424757643476,8.664324890262044,9.237791061401367,10735000,8.658092498779297,0.5796985626220703,58.773961649104194,-0.182810758850664,-0.23697079749707123,0.05416003864640723,3.8542234348492728,8.851948833465576,,9.49438267327098,8.851948833465576,8.209514993660171,2801025.0,3743000.0,6.69545356213048,8.25418481515199,8.25418481515199,0.3064946691094814
2016-03-08,PTC,PTC,9.343757866428444,9.41232485001604,9.119358288353023,9.256491661071776,2011500,9.237791061401367,0.01870059967040838,59.25410525246924,-0.1298497373576346,-0.21554658546918393,0.08569684811154932,5.02121223695423,8.848832178115845,,9.48227114177718,8.848832178115845,8.215393214454512,2747575.0,5754500.0,0.20243583716182809,6.911443396762588,8.473330080445256,0.2987834541713785
2016-03-09,PTC,PTC,9.225325312134803,9.312591521348484,9.162991796019492,9.194158554077148,1050000,9.256491661071776,-0.06233310699462713,56.87628673697869,-0.09184873204662836,-0.19080701478467282,0.09895828273804447,5.281956077797556,8.838858890533448,,9.441725007742892,8.838858890533448,8.235992773324003,2138525.0,4704500.0,-0.6733988348606129,-0.47232619826757294,7.6642409537749865,0.2980046284936551
2016-03-10,PTC,PTC,9.237791061401367,9.692824272926808,9.194157959615689,9.237791061401367,7173500,9.194158554077148,0.04363250732421875,58.142507828622584,-0.05754849958568364,-0.16415531174487502,0.10660681215919138,8.333316557455703,8.838235473632812,9.260730457305907,9.439333523756993,8.838235473632812,8.237137423508631,2403925.0,11878000.0,0.4745677058709187,-0.20202686239165374,8.25418481515199,0.293655362412767
2016-03-11,PTC,PTC,9.287659133531251,9.343759184578406,9.169226154786775,9.300126075744627,771500,9.237791061401367,0.06233501434325994,59.9516974342305,-0.025046680991055226,-0.13633358559411105,0.11128690460305582,8.272864936834722,8.844780540466308,9.24003583908081,9.463641444714723,8.844780540466308,8.225919636217894,2295250.0,12649500.0,0.6747826826666045,1.1525526892342683,7.415416005960325,0.2926136693204672
2016-03-14,PTC,PTC,9.331291981251889,9.412325314839473,9.300125223032593,9.34999179840088,1562500,9.300126075744627,0.04986572265625355,61.38940995401923,0.004681031464389918,-0.10813066218241087,0.11281169364680078,10.45655679194166,8.852260541915893,9.223205852508546,9.492467243716408,8.852260541915893,8.212053840115377,2323600.0,14212000.0,0.5361832974104169,1.2145840521152977,1.2145840521152977,0.2929217979036529
2016-03-15,PTC,PTC,9.34999179840088,9.393624903234011,9.306358693567743,9.34999179840088,1215500,9.34999179840088,0.0,61.38940995401923,0.027918629183449895,-0.08092080390923873,0.10883943309268862,8.93245565254687,8.866908884048462,9.206999206542969,9.539433336330777,8.866908884048462,8.194384431766146,2254875.0,14212000.0,0.0,0.5361832974104169,1.010103403672046,0.286396645262233
2016-03-16,PTC,PTC,9.34999233902704,9.462192437321448,9.318825579005653,9.412325859069824,1419000,9.34999179840088,0.062334060668943536,63.299494773431924,0.050779080906350416,-0.0545808269461209,0.10535990785247132,10.299492196309634,8.887167263031007,9.193909244537354,9.600642841518882,8.887167263031007,8.173691684543131,2293525.0,15631000.0,0.6666750304487375,0.6666750304487375,2.372890392410402,0.2855683596293715
2016-03-17,PTC,PTC,9.41232409871359,9.443490258449572,9.343757120599086,9.356224060058594,2058500,9.412325859069824,-0.05610179901123047,60.40320348180805,0.06363565505979274,-0.030937530544938176,0.09457318560473091,9.642056400429775,8.910230493545532,9.180195903778076,9.653946690668105,8.910230493545532,8.166514296422958,2330000.0,13572500.0,-0.5960460767215165,0.06665526336374931,1.2820488996777586,0.2820092249788294
2016-03-18,PTC,PTC,9.349991679416018,9.381158437238696,9.050792231013808,9.262724876403809,2591000,9.356224060058594,-0.09349918365478516,55.819235326244495,0.06552465258008588,-0.011645093919933364,0.07716974650001925,8.46715739304154,8.932670450210571,9.166981239318847,9.691089458929293,8.932670450210571,8.17425144149185,2420400.0,10981500.0,-0.9993260427989324,-1.5894156758486895,-0.40215798190482016,0.28251578851307524
2016-03-21,PTC,PTC,9.287658281962289,9.40609184430432,9.22532535998016,9.34999179840088,603000,9.262724876403809,0.08726692199707209,58.95047478259431,0.07321938056777277,0.005327800977607863,0.06789157959016491,9.569022879664248,8.963525485992431,9.15688325881958,9.737768989517866,8.963525485992431,8.189281982466996,2395100.0,11584500.0,0.9421301308363257,-0.0666108637171098,0.0,0.2798955848549623
2016-03-22,PTC,PTC,9.29389175249744,9.393624903234011,9.29389175249744,9.34999179840088,2310000,9.34999179840088,0.0,58.95047478259431,0.07841360471119962,0.019944961724326218,0.058468642986873404,7.991359525428201,9.004665422439576,9.149029273986816,9.768660752896396,9.004665422439576,8.240670091982755,2373400.0,11584500.0,0.0,0.9421301308363257,0.0,0.26151223007382896
2016-03-23,PTC,PTC,9.34999179840088,9.34999179840088,9.34999179840088,9.34999179840088,0,9.34999179840088,0.0,58.95047478259431,0.08158955120862821,0.032273879621186614,0.049315671587441594,1.2145840521152977,9.042688703536987,9.142795944213868,9.795300495943149,9.042688703536987,8.290076911130825,2319750.0,11584500.0,0.0,0.0,-0.6622599089987702,0.26184693493496747
2016-03-24,PTC,PTC,9.3499922410787,9.406092289638211,9.28765872168891,9.362459182739258,706500,9.34999179840088,0.01246738433837713,59.46311557235206,0.08414258210159886,0.04264762011726907,0.041494961984329795,1.1447914128538486,9.087568712234496,9.142047939300538,9.801136194743831,9.087568712234496,8.374001229725161,2275325.0,12291000.0,0.133341125930286,0.133341125930286,0.06664144253750391,0.2525620248104929
2016-03-25,PTC,PTC,9.381159000773597,9.443491925706889,9.318825481383806,9.362459182739258,431500,9.362459182739258,0.0,59.46311557235206,0.08518393015619097,0.05115488212505345,0.034029048031137515,1.8305169273753332,9.126527023315429,9.142920627593995,9.808554011516913,9.126527023315429,8.444500035113945,2191750.0,12291000.0,0.0,0.133341125930286,1.0767275036907973,0.25095706213888436
2016-03-28,PTC,PTC,9.28765697475459,9.406090520427483,9.262723690579726,9.306357383728027,246000,9.362459182739258,-0.05610179901123047,55.82477925138338,0.08055368691423581,0.05703464308288993,0.023519043831345884,0.7422372066105021,9.16517357826233,9.148156604766847,9.790972134772518,9.16517357826233,8.539375021752141,2134925.0,12045000.0,-0.5992207593776261,-0.5992207593776261,-0.4666786411547023,0.2510569964770501
2016-03-29,PTC,PTC,9.34999125051796,9.34999125051796,9.256491575795357,9.287657737731934,844500,9.306357383728027,-0.01869964599609375,54.62503631763536,0.07451630307638446,0.06053097508158884,0.01398532799479562,-0.13406633319963077,9.202885150909424,9.141673946380616,9.75494687144812,9.202885150909424,8.650823430370728,2092300.0,11200500.0,-0.20093410584886515,-0.798950826351575,-0.6666750304487755,0.2516310165806099
2016-03-30,PTC,PTC,9.318824921593338,9.349991679416018,9.250258529948614,9.262724876403809,604500,9.287657737731934,-0.024932861328125,52.98981328560645,0.06694802420201817,0.06181438490567471,0.005133639296343466,-0.9333368828408732,9.239038467407227,9.139928607940673,9.69447063893696,9.239038467407227,8.783606295877494,2043800.0,10596000.0,-0.2684515518571818,-0.46884624698068533,-0.9333368828408732,0.2525743039161678
2016-03-31,PTC,PTC,9.28765872168891,9.412325760468493,9.27519237448485,9.362459182739258,1480000,9.262724876403809,0.09973430633544922,58.3596027018497,0.06821153357561904,0.06309381463966358,0.005117718935955459,0.133341125930286,9.280490112304687,9.142920608520507,9.594451907508645,9.280490112304687,8.966528317100728,2064900.0,12076000.0,1.0767275036907973,0.8053854601406846,0.0,0.2529020666895871
2016-04-01,PTC,PTC,9.381158201930164,9.630491069344632,9.318824687848323,9.568158149719238,3765000,9.362459182739258,0.20569896697998047,66.78625923620908,0.0848331575610235,0.06744168322393557,0.01739147433708793,1.6556193759404567,9.325993394851684,9.14877992630005,9.486374636702298,9.325993394851684,9.16561215300107,2078950.0,15841000.0,2.197061295169217,3.297445162098047,2.197061295169217,0.25800185795158137
2016-04-04,PTC,PTC,9.568157535933755,9.599323696518962,9.418557230625304,9.574390411376951,762500,9.568158149719238,0.006232261657713067,67.00412965484296,0.09738619827942507,0.07343058623503347,0.023955612044391603,2.331777754764365,9.342823362350464,9.154389896392821,9.532247224614135,9.342823362350464,9.153399500086792,1580325.0,16603500.0,0.06513543735578767,2.2636277980085886,2.880106754954137,0.11498698731446069
2016-04-05,PTC,PTC,9.561925119970434,10.197724852855467,9.505825073603344,10.185257911682127,20059500,9.574390411376951,0.6108675003051758,80.50367711216691,0.15484155843038572,0.08971278067410393,0.06512877775628179,9.959629024806855,9.38926167488098,9.173713207244873,9.80716348100648,9.38926167488098,8.971359868755481,2482725.0,36663000.0,6.380223429987781,6.449514653778968,9.66444069427336,0.24829761124687982
2016-04-06,PTC,PTC,10.185257340901456,10.746256584221058,10.185257340901456,10.571722984313965,14528000,10.185257911682127,0.3864650726318377,84.75355250971987,0.2289209881782046,0.11755442217492408,0.11136656600328053,13.066655161366405,9.458139896392822,9.200267181396484,10.122228421010139,9.458139896392822,8.794051371775506,3156625.0,51191000.0,3.794357256172925,10.416669156836493,14.131890187570443,0.2702017146838263
2016-04-07,PTC,PTC,10.634055855978556,10.634055855978556,10.35355684570412,10.453289985656738,1907500,10.571722984313965,-0.11843299865722656,79.06557242993621,0.2749039946327194,0.14902433666648315,0.12587965796623626,11.799990963035428,9.518914842605591,9.224327793121338,10.30867998555653,9.518914842605591,8.729149699654652,2893325.0,49283500.0,-1.1202809497841952,2.63156884488107,11.651114110366956,0.2778959665310468
2016-04-08,PTC,PTC,10.334857042391576,10.534323333998048,10.31615663171114,10.490690231323242,2484500,10.453289985656738,0.037400245666503906,79.53271222342066,0.310781252966402,0.18137571992646695,0.12940553303993507,12.199993941357832,9.578443050384521,9.252876415252686,10.471494518345782,9.578443050384521,8.68539158242326,2978975.0,51768000.0,0.35778444602437953,-0.7665046947499178,9.641689311239846,0.27806220302237206
2016-04-11,PTC,PTC,10.478224713226664,10.565492119335188,10.129158655531684,10.241358757019045,2009500,10.490690231323242,-0.24933147430419744,68.55063289213881,0.31545885908998983,0.20819234775917153,0.1072665113308183,9.387486312358368,9.62301139831543,9.272324428558349,10.556128404331844,9.62301139831543,8.689894392299017,3001325.0,49758500.0,-2.3766927514429907,-2.0274117424130633,6.9661703459423965,0.2977309970755626
